@relation 'processed-weka.filters.unsupervised.attribute.Remove-R1-28,56-61-weka.filters.unsupervised.attribute.Remove-R17,20-25-weka.filters.unsupervised.attribute.Remove-R3-6,14'

@attribute stress_level_bin {Low,Moderate,High}
@attribute 'daily_screen_time_hours (Normalized)' numeric
@attribute 'social_media_hours (Normalized)' numeric
@attribute 'work_related_hours (Normalized)' numeric
@attribute 'entertainment_hours (Normalized)' numeric
@attribute 'gaming_hours (Normalized)' numeric
@attribute 'sleep_duration_hours (Normalized)' numeric
@attribute 'sleep_quality (Normalized)' numeric
@attribute 'mood_rating (Normalized)' numeric
@attribute 'physical_activity_hours_per_week (Normalized)' numeric
@attribute 'mental_health_score (Normalized)' numeric
@attribute 'weekly_anxiety_score (Normalized)' numeric
@attribute 'mindfulness_minutes_per_day (Normalized)' numeric
@attribute 'uses_wellness_apps (Encoded)' numeric
@attribute 'eats_healthy (Encoded)' numeric

@data
High,0.477778,0.880952,0.789474,0.487179,0.184211,0.694444,0.75,0.322222,0.262712,0.565217,0.714286,0.183784,1,1
High,0.588889,1,0.947368,0.487179,0.421053,0.527778,0.75,0.222222,0,0.289855,0.857143,0.02973,0,1
High,0.455556,0.833333,0.789474,0.230769,0.447368,0.75,0.5,0.466667,0,0.42029,0.666667,0.321622,1,1
Low,0.288889,0.119048,0.131579,0.717949,0.815789,0.777778,0.75,0.9,0.483051,0.73913,0,0.278378,1,1
Moderate,0.4,0.833333,0.868421,0.410256,0.447368,0.555556,0.75,0.122222,0,0.434783,0.428571,0.108108,1,1
Moderate,0.411111,0.738095,0.763158,0.410256,0.263158,0.611111,0.75,0.222222,0.118644,0.463768,0.571429,0.591892,0,1
Moderate,0.288889,0.642857,0.736842,0.435897,0.236842,0.5,1,0.422222,0.144068,0.550725,0.47619,0.448649,1,0
Low,0.377778,0.452381,0.578947,0.615385,0.578947,0.333333,0.75,0.677778,0.177966,0.695652,0.095238,0.637838,0,0
Moderate,0.388889,0.52381,0.736842,0.461538,0.394737,0.611111,0.75,0.633333,0.440678,0.57971,0.428571,0.748649,1,1
High,0.966667,1,0.763158,0.307692,0.263158,0.194444,0.5,0.1,0.118644,0.304348,0.666667,0.159459,1,0
High,0.588889,1,0.842105,0.25641,0.210526,0.805556,1,0.011111,0,0.434783,0.952381,0.237838,0,0
Low,0.2,0.333333,0.368421,0.615385,0.552632,0.777778,1,0.611111,0.533898,0.927536,0.095238,0.727027,0,0
Low,0.344444,0.166667,0.131579,0.692308,0.789474,0.555556,1,0.722222,0.389831,0.666667,0.142857,0.483784,1,1
High,0.577778,1,0.894737,0.282051,0.236842,0.861111,0.5,0,0.067797,0.26087,0.428571,0.021622,0,0
High,0.566667,1,0.789474,0.307692,0.289474,0.416667,0.75,0.077778,0.118644,0.405797,0.904762,0.294595,0,0
High,0.655556,1,0.789474,0.410256,0.210526,0.444444,0.75,0,0,0.275362,0.571429,0.345946,1,1
High,0.877778,0.952381,0.815789,0.487179,0.236842,0.361111,0.5,0.022222,0.161017,0.333333,0.52381,0.264865,1,0
Low,0.222222,0.357143,0.578947,0.358974,0.315789,0.611111,0.75,0.744444,0.449153,0.753623,0.190476,0.808108,1,0
Moderate,0.511111,0.690476,0.815789,0.179487,0.263158,0.5,0.5,0.466667,0.237288,0.594203,0.380952,0.178378,0,0
Moderate,0.444444,0.761905,0.657895,0.461538,0.447368,0.611111,0.75,0.566667,0.177966,0.478261,0.238095,0.640541,0,1
Moderate,0.6,0.595238,0.710526,0.282051,0.315789,0.361111,1,0.577778,0.423729,0.753623,0.380952,0.718919,1,1
High,0.566667,0.952381,0.789474,0.333333,0.263158,0.527778,0.75,0,0,0.217391,0.619048,0.202703,1,1
High,0.8,0.97619,0.789474,0.25641,0.263158,0.361111,0.5,0,0.042373,0.26087,0.571429,0.059459,1,1
Low,0.155556,0.047619,0.078947,0.666667,0.815789,0.638889,0.75,0.822222,0.559322,0.797101,0.190476,0.972973,0,1
Moderate,0.7,0.785714,0.763158,0.461538,0.157895,0.305556,0.75,0.366667,0.177966,0.434783,0.380952,0.535135,0,0
Low,0,0.309524,0.368421,0.74359,0.631579,0.555556,0.75,0.655556,0.440678,0.84058,0.190476,0.889189,1,0
High,0.466667,1,0.815789,0.153846,0.236842,0.833333,0.75,0,0,0.246377,1,0.075676,1,1
Low,0.4,0.52381,0.578947,0.615385,0.736842,0.444444,1,0.455556,0.20339,0.536232,0.190476,0.391892,1,1
High,0.688889,1,0.789474,0.384615,0.5,0.527778,0.75,0,0.144068,0.333333,0.47619,0.189189,0,0
Moderate,0.333333,0.690476,0.763158,0.384615,0.5,0.5,0.75,0.444444,0.254237,0.594203,0.285714,0.451351,0,0
High,0.5,1,0.868421,0.461538,0.368421,0.388889,0.75,0.022222,0.084746,0.362319,0.761905,0.275676,1,0
Low,0.044444,0.166667,0.157895,0.641026,0.684211,0.694444,1,0.844444,0.525424,0.855072,0.095238,0.402703,1,1
High,0.644444,1,0.842105,0.205128,0.289474,0.388889,0.5,0.022222,0,0.246377,0.809524,0.008108,1,1
High,0.844444,1,0.868421,0.25641,0.263158,0.5,0.5,0,0.127119,0.217391,0.571429,0.248649,1,0
High,0.4,1,0.763158,0.282051,0.315789,0.527778,0.75,0.233333,0,0.434783,0.857143,0.335135,0,1
Low,0.177778,0.166667,0.078947,0.564103,0.631579,0.805556,1,0.922222,0.466102,0.666667,0.047619,0.332432,1,1
High,0.566667,0.97619,0.868421,0.461538,0.157895,0.333333,0.5,0.044444,0.152542,0.246377,0.333333,0.286486,0,0
Low,0.311111,0.404762,0.578947,0.615385,0.5,0.638889,0.75,0.611111,0.254237,0.478261,0.095238,0.313514,1,0
Moderate,0.466667,0.714286,0.763158,0.410256,0.315789,0.583333,0.5,0.5,0.135593,0.507246,0.238095,0.156757,0,1
High,0.866667,1,0.815789,0.282051,0.157895,0.305556,0.5,0.055556,0.067797,0.202899,0.619048,0.083784,0,0
Low,0.544444,0.5,0.631579,0.538462,0.710526,0.416667,0.75,0.588889,0.449153,0.594203,0.047619,0.659459,0,1
Moderate,0.266667,0.595238,0.789474,0.282051,0.552632,0.388889,0.75,0.6,0.466102,0.536232,0.380952,0.456757,1,1
High,0.744444,0.904762,0.789474,0.461538,0.342105,0.25,0.25,0.2,0.254237,0.347826,0.619048,0.208108,0,0
High,0.622222,1,0.868421,0.128205,0.263158,0.472222,0.75,0,0.067797,0.188406,0.428571,0.202703,1,0
Low,0.466667,0.309524,0.473684,0.512821,0.631579,0.638889,1,0.666667,0.330508,0.826087,0.190476,0.551351,1,0
Low,0.177778,0.547619,0.631579,0.692308,0.657895,0.611111,1,0.622222,0.245763,0.608696,0.380952,0.424324,1,1
High,0.666667,1,0.789474,0.410256,0.368421,0.472222,0.75,0,0,0.318841,0.666667,0.083784,1,1
High,0.5,0.928571,0.736842,0.307692,0.394737,0.361111,0.75,0.177778,0.016949,0.362319,0.809524,0.1,1,1
Moderate,0.422222,0.595238,0.815789,0.358974,0.473684,0.25,0.75,0.6,0.211864,0.536232,0.428571,0.324324,0,0
Low,0.444444,0.071429,0.078947,0.692308,0.842105,0.611111,0.75,0.788889,0.415254,0.710145,0.047619,0.448649,0,0
High,0.644444,1,0.921053,0.282051,0.184211,0.388889,0.75,0.244444,0.152542,0.347826,0.619048,0.135135,0,0
Low,0.355556,0.52381,0.710526,0.666667,0.368421,0.333333,1,0.533333,0.262712,0.695652,0.238095,0.256757,1,0
Low,0.333333,0.404762,0.473684,0.410256,0.578947,0.5,0.75,0.833333,0.355932,0.724638,0.047619,0.648649,1,1
Low,0.433333,0.380952,0.657895,0.512821,0.473684,0.583333,1,0.8,0.805085,0.782609,0.142857,0.508108,1,1
High,0.566667,1,0.842105,0.205128,0.289474,0.555556,0.75,0,0.127119,0.115942,0.904762,0.17027,1,0
High,0.422222,0.952381,0.842105,0.384615,0.315789,0.583333,0.75,0.088889,0.347458,0.391304,0.666667,0.232432,1,0
Low,0.455556,0.428571,0.552632,0.615385,0.447368,0.472222,0.75,0.711111,0.288136,0.57971,0.333333,0.581081,1,1
High,0.533333,1,0.921053,0.358974,0.394737,0.611111,0.5,0.044444,0,0.391304,0.428571,0.305405,0,0
High,0.333333,1,0.973684,0.282051,0.263158,0.583333,0.75,0.055556,0.059322,0.289855,0.571429,0.043243,0,0
Moderate,0.188889,0.690476,0.842105,0.307692,0.552632,0.5,0.75,0.344444,0.050847,0.57971,0.380952,0.437838,0,0
High,0.377778,0.928571,0.815789,0.358974,0.236842,0.416667,1,0.155556,0.042373,0.391304,0.619048,0.208108,0,1
Low,0.388889,0.5,0.552632,0.589744,0.684211,0.583333,0.75,0.744444,0.415254,0.73913,0.190476,0.316216,1,1
Moderate,0.4,0.761905,0.868421,0.307692,0.236842,0.666667,0.5,0.5,0.016949,0.42029,0.380952,0.283784,0,0
Moderate,0.5,0.619048,0.631579,0.666667,0.447368,0.611111,0.75,0.577778,0.330508,0.507246,0.238095,0.678378,1,1
High,0.722222,1,0.868421,0.25641,0.315789,0.472222,0.75,0,0.042373,0.217391,1,0.232432,0,0
Moderate,0.533333,0.666667,0.763158,0.435897,0.263158,0.611111,0.75,0.333333,0.161017,0.434783,0.47619,0.232432,0,1
High,0.755556,0.952381,0.894737,0.410256,0.236842,0.777778,0.75,0.111111,0.118644,0.434783,0.666667,0.467568,0,0
Moderate,0.322222,0.619048,0.763158,0.333333,0.552632,0.638889,0.75,0.533333,0.305085,0.536232,0.380952,0.605405,1,0
Moderate,0.433333,0.714286,0.789474,0.461538,0.289474,0.555556,1,0.444444,0.254237,0.594203,0.238095,0.124324,0,0
Low,0.188889,0.214286,0.131579,0.538462,0.894737,0.694444,0.75,0.766667,0.415254,0.782609,0,0.816216,1,0
Moderate,0.255556,0.619048,0.710526,0.538462,0.289474,0.722222,0.75,0.444444,0.177966,0.463768,0.238095,0.143243,0,0
Moderate,0.422222,0.785714,0.710526,0.487179,0.421053,0.361111,1,0.266667,0.194915,0.405797,0.47619,0.32973,0,0
High,0.322222,0.880952,0.842105,0.487179,0.289474,0.611111,0.75,0.222222,0.29661,0.333333,0.857143,0.151351,0,1
Moderate,0.355556,0.690476,0.763158,0.512821,0.368421,0.722222,0.75,0.655556,0.211864,0.681159,0.333333,0.486486,0,1
High,0.666667,1,0.815789,0.358974,0.342105,0.722222,0.75,0.011111,0.237288,0.231884,0.761905,0.294595,0,0
High,0.5,0.904762,0.842105,0.435897,0.289474,0.555556,0.75,0.311111,0.161017,0.333333,0.52381,0.102703,0,0
High,0.688889,1,0.894737,0.282051,0.315789,0.388889,0.75,0.066667,0,0.101449,0.380952,0.12973,0,0
High,0.422222,1,0.842105,0.205128,0.315789,0.555556,0.75,0,0,0.246377,0.666667,0.124324,1,1
High,0.311111,0.952381,0.868421,0.358974,0.368421,0.5,0.75,0.377778,0.084746,0.42029,0.380952,0.421622,0,0
Moderate,0.433333,0.666667,0.921053,0.384615,0.5,0.777778,0.75,0.444444,0.220339,0.521739,0.380952,0.351351,0,1
Moderate,0.7,0.595238,0.710526,0.615385,0.342105,0.527778,0.75,0.466667,0.254237,0.681159,0.190476,0.232432,0,0
Low,0.433333,0.47619,0.631579,0.589744,0.473684,0.527778,0.75,0.6,0.449153,0.666667,0.047619,0.221622,1,1
Moderate,0.277778,0.642857,0.789474,0.25641,0.289474,0.75,0.75,0.444444,0.491525,0.637681,0.666667,0.467568,0,1
Low,0.222222,0.166667,0.052632,0.794872,0.605263,0.472222,1,1,0.449153,0.927536,0,0.289189,1,1
High,0.322222,0.952381,0.736842,0.282051,0.131579,0.305556,0.75,0.033333,0,0.391304,0.571429,0.364865,0,0
Moderate,0.688889,0.809524,0.815789,0.512821,0.315789,0.527778,0.75,0.311111,0.279661,0.594203,0.428571,0.505405,1,0
High,0.333333,1,0.842105,0.435897,0.210526,0.722222,0.5,0.155556,0.084746,0.333333,0.333333,0.42973,0,0
Low,0.2,0.52381,0.578947,0.564103,0.631579,0.611111,1,0.511111,0.423729,0.681159,0.333333,0.5,0,0
High,0.477778,1,0.842105,0.538462,0.394737,0.444444,1,0.044444,0,0.42029,0.333333,0.189189,0,0
High,0.544444,0.97619,0.894737,0.487179,0.289474,0.388889,0.75,0.1,0,0.275362,0.52381,0.337838,1,1
Moderate,0.455556,0.595238,0.631579,0.410256,0.552632,0.361111,0.75,0.488889,0.279661,0.565217,0.142857,0.637838,1,1
Moderate,0.688889,0.809524,0.763158,0.205128,0.315789,0.555556,0.75,0.444444,0.025424,0.362319,0.571429,0.224324,0,0
High,0.933333,1,0.710526,0.282051,0.421053,0.5,0.5,0,0.025424,0.246377,0.761905,0.224324,0,1
Low,0.377778,0.285714,0.473684,0.538462,0.789474,0.694444,0.75,0.844444,0.347458,0.565217,0.238095,0.818919,1,0
High,0.888889,0.928571,0.894737,0.333333,0.184211,0.416667,0.75,0,0.254237,0.275362,0.761905,0.381081,0,1
High,0.422222,1,0.868421,0.25641,0.368421,0.416667,1,0,0,0.333333,0.52381,0.224324,0,0
Moderate,0.244444,0.690476,0.684211,0.333333,0.421053,0.5,0.75,0.433333,0.033898,0.492754,0.52381,0.297297,0,1
Low,0.4,0.214286,0.210526,0.589744,0.684211,0.638889,0.75,1,0.508475,0.652174,0,0.494595,1,1
Low,0.133333,0.47619,0.631579,0.487179,0.421053,0.5,1,0.688889,0.677966,0.710145,0.095238,0.764865,0,0
Moderate,0.3,0.595238,0.684211,0.538462,0.473684,0.583333,0.75,0.633333,0.40678,0.57971,0.095238,0.310811,1,1
Low,0.311111,0.142857,0.184211,0.615385,0.710526,0.444444,0.75,0.922222,0.466102,0.695652,0,0.562162,0,0
Moderate,0.566667,0.761905,0.789474,0.384615,0.315789,0.416667,0.75,0.477778,0.29661,0.623188,0.285714,0.178378,1,1
High,0.444444,0.880952,0.789474,0.538462,0.210526,0.388889,0.75,0.422222,0.025424,0.449275,0.571429,0.4,1,1
Moderate,0.411111,0.857143,0.736842,0.358974,0.578947,0.555556,1,0.355556,0,0.434783,0.333333,0.383784,0,1
Moderate,0.222222,0.761905,0.736842,0.282051,0.315789,0.416667,0.75,0.4,0.652542,0.768116,0.428571,0.505405,0,1
High,0.522222,1,0.868421,0.307692,0.368421,0.416667,0.5,0,0,0.173913,0.666667,0.12973,0,0
High,0.666667,1,0.894737,0.128205,0.289474,0.611111,0.75,0,0.042373,0.289855,0.761905,0.262162,0,1
High,0.677778,1,0.815789,0.230769,0.368421,0.611111,0.75,0,0.084746,0.26087,0.666667,0.151351,0,0
Low,0.211111,0.452381,0.578947,0.487179,0.289474,0.722222,1,0.533333,0.330508,0.623188,0.142857,0.824324,1,1
Low,0.144444,0.452381,0.552632,0.410256,0.710526,0.833333,0.5,0.588889,0.254237,0.405797,0.238095,0.191892,1,0
Moderate,0.633333,0.642857,0.815789,0.615385,0.289474,0.305556,0.5,0.3,0.033898,0.376812,0.333333,0.489189,0,0
Low,0,0.142857,0.184211,0.564103,0.605263,0.666667,1,1,0.618644,0.942029,0.142857,0.418919,1,1
Low,0.166667,0.309524,0.421053,0.74359,0.815789,0.638889,1,0.944444,0.322034,0.724638,0.333333,0.313514,1,1
Moderate,0.255556,0.642857,0.631579,0.487179,0.5,0.888889,0.5,0.522222,0.432203,0.652174,0.095238,0.497297,1,1
High,0.333333,0.97619,0.842105,0.358974,0.289474,0.555556,0.75,0,0.076271,0.463768,0.857143,0.202703,1,1
Moderate,0.633333,0.761905,0.736842,0.435897,0.184211,0.611111,0.75,0.277778,0.220339,0.391304,0.47619,0.359459,1,0
Moderate,0.633333,0.714286,0.710526,0.333333,0.315789,0.722222,0.75,0.555556,0.127119,0.623188,0.285714,0.272973,0,0
High,0.544444,0.904762,0.894737,0.358974,0.368421,0.527778,0.75,0,0,0.304348,0.619048,0.345946,0,0
Low,0.388889,0.452381,0.710526,0.512821,0.578947,0.5,0.75,0.7,0.5,0.724638,0.238095,0.602703,0,1
Moderate,0.377778,0.571429,0.605263,0.512821,0.263158,0.5,0.75,0.466667,0.262712,0.652174,0.190476,0.508108,0,1
Moderate,0.744444,0.880952,0.842105,0.410256,0.421053,0.194444,0.75,0.422222,0.449153,0.507246,0.285714,0.454054,0,1
High,0.5,1,0.710526,0.435897,0.236842,0.472222,0.75,0.255556,0,0.318841,0.47619,0.340541,1,0
High,0.388889,1,0.842105,0.025641,0.421053,0.361111,1,0.044444,0,0.26087,0.619048,0.151351,1,1
Low,0.377778,0.047619,0.105263,0.717949,0.684211,0.666667,0.75,0.744444,0.474576,0.681159,0,0.345946,0,1
High,0.755556,1,0.894737,0.102564,0.315789,0.25,0.75,0,0.084746,0.202899,0.714286,0.07027,1,0
Moderate,0.433333,0.595238,0.736842,0.307692,0.552632,0.611111,0.75,0.655556,0.211864,0.57971,0.142857,0.224324,1,1
Low,0.144444,0.095238,0.184211,0.666667,0.684211,0.805556,0.75,0.855556,0.381356,0.608696,0.047619,0.367568,1,0
Moderate,0.255556,0.571429,0.631579,0.589744,0.394737,0.722222,0.5,0.611111,0.262712,0.521739,0.428571,0.208108,1,1
Moderate,0.388889,0.785714,0.789474,0.435897,0.236842,0.5,0.75,0.411111,0.20339,0.507246,0.142857,0.421622,0,0
High,0.7,1,0.868421,0.076923,0.315789,0.583333,0.5,0,0,0.173913,0.857143,0.191892,0,0
Low,0.222222,0.47619,0.605263,0.769231,0.5,0.611111,0.75,0.522222,0.330508,0.724638,0.333333,0.283784,0,0
Low,0.088889,0.47619,0.657895,0.435897,0.605263,0.611111,0.75,0.666667,0.313559,0.681159,0.190476,0.218919,0,1
Moderate,0.5,0.761905,0.894737,0.512821,0.289474,0.472222,0.75,0.311111,0.364407,0.521739,0.619048,0.32973,1,1
Low,0,0.285714,0.447368,0.769231,0.684211,0.75,1,0.911111,0.567797,0.884058,0.238095,0.897297,1,0
High,0.277778,0.97619,0.763158,0.435897,0.315789,0.388889,0.5,0.066667,0,0.318841,0.47619,0.281081,0,1
Low,0.155556,0.142857,0.210526,0.538462,0.657895,0.555556,1,0.755556,0.567797,0.753623,0,0.856757,1,1
Low,0.288889,0.357143,0.421053,0.641026,0.763158,0.638889,1,0.855556,0.627119,0.782609,0.238095,0.359459,1,0
High,0.811111,1,0.894737,0.307692,0.210526,0.361111,0.75,0,0.084746,0.26087,0.47619,0.327027,0,0
High,0.255556,0.904762,0.842105,0.230769,0.105263,0.416667,1,0.055556,0.144068,0.376812,0.380952,0.27027,0,1
Low,0.011111,0,0.052632,0.641026,0.684211,0.555556,1,0.933333,0.508475,0.826087,0,0.47027,1,1
Moderate,0.422222,0.714286,0.736842,0.230769,0.210526,0.583333,0.75,0.366667,0.20339,0.623188,0.666667,0.418919,0,0
Low,0.033333,0.142857,0.184211,0.666667,0.736842,0.75,0.75,0.7,0.449153,0.826087,0.095238,0.845946,1,0
Low,0.188889,0.333333,0.368421,0.717949,0.578947,0.777778,1,0.833333,0.237288,0.666667,0.238095,0.77027,0,0
High,0.522222,1,0.842105,0.384615,0.394737,0.638889,0.5,0.022222,0.042373,0.333333,0.666667,0.2,1,0
Moderate,0.211111,0.666667,0.815789,0.487179,0.394737,0.722222,0.75,0.544444,0.29661,0.507246,0.428571,0.22973,0,1
Low,0.333333,0.452381,0.657895,0.589744,0.368421,0.333333,0.75,0.644444,0.40678,0.724638,0.238095,0.283784,1,1
Moderate,0.522222,0.595238,0.789474,0.333333,0.473684,0.611111,0.75,0.522222,0.330508,0.623188,0.285714,0.324324,1,1
Moderate,0.533333,0.738095,0.763158,0.307692,0.605263,0.444444,0.75,0.688889,0.508475,0.594203,0.095238,0.637838,0,1
High,0.744444,1,0.894737,0.461538,0.394737,0.25,0.5,0.022222,0.161017,0.376812,0.47619,0.097297,1,0
High,0.655556,1,0.868421,0.205128,0.421053,0.583333,0.5,0,0,0.217391,0.761905,0.17027,1,0
Moderate,0.477778,0.690476,0.684211,0.666667,0.552632,0.555556,0.75,0.466667,0.322034,0.492754,0.333333,0.275676,1,1
High,0.5,0.833333,0.894737,0.307692,0.368421,0.666667,0.75,0.244444,0.279661,0.565217,0.428571,0.440541,0,1
Low,0.333333,0.52381,0.605263,0.641026,0.5,0.5,0.75,0.855556,0.550847,0.695652,0.333333,0.637838,1,1
Low,0.288889,0.47619,0.605263,0.358974,0.657895,0.583333,0.5,0.611111,0.491525,0.608696,0.285714,0.740541,0,0
Moderate,0.4,0.857143,0.842105,0.051282,0.394737,0.333333,0.75,0.366667,0.118644,0.478261,0.428571,0.32973,0,1
Low,0.433333,0.404762,0.605263,0.589744,0.5,0.833333,0.75,0.644444,0.355932,0.478261,0,0.562162,0,1
High,0.722222,1,0.789474,0,0.236842,0.277778,0.5,0,0.059322,0.246377,0.809524,0.062162,0,1
Low,0.311111,0.285714,0.342105,0.769231,0.657895,0.472222,0.75,0.822222,0.347458,0.811594,0.238095,0.3,0,0
High,0.288889,0.952381,0.815789,0.564103,0.105263,0.444444,0.75,0.166667,0.110169,0.492754,0.52381,0.467568,0,1
High,0.411111,0.904762,0.815789,0.333333,0.210526,0.583333,1,0.1,0.050847,0.449275,0.761905,0.162162,1,0
High,0.388889,0.833333,0.815789,0.358974,0.315789,0.444444,0.75,0.266667,0.067797,0.434783,0.714286,0.397297,1,0
Low,0.466667,0.47619,0.552632,0.307692,0.394737,0.694444,0.75,0.555556,0.338983,0.724638,0.285714,0.324324,0,1
High,0.633333,0.904762,0.815789,0.230769,0.263158,0.555556,0.5,0.177778,0.033898,0.289855,0.571429,0.208108,0,0
Moderate,0.444444,0.833333,0.763158,0.25641,0.157895,0.361111,0.75,0.233333,0.135593,0.507246,0.380952,0.589189,0,0
High,0.433333,0.97619,0.815789,0.282051,0.131579,0.666667,0.75,0.233333,0.118644,0.391304,0.619048,0.094595,0,1
High,0.877778,0.952381,0.842105,0.333333,0.052632,0.555556,0.5,0.122222,0.101695,0.362319,0.47619,0.102703,1,1
Moderate,0.655556,0.761905,0.815789,0.538462,0.447368,0.388889,0.75,0.277778,0.279661,0.449275,0.47619,0.532432,0,0
Moderate,0.466667,0.619048,0.815789,0.333333,0.315789,0.361111,0.75,0.488889,0.245763,0.565217,0.238095,0.194595,0,0
High,0.366667,0.928571,0.894737,0.410256,0.5,0.638889,1,0.188889,0.245763,0.492754,0.571429,0.448649,0,1
High,0.355556,1,0.842105,0.230769,0.236842,0.666667,0.75,0,0,0.333333,0.666667,0.005405,0,0
High,0.366667,0.928571,0.789474,0.307692,0.263158,0.444444,0.75,0.211111,0.076271,0.26087,0.571429,0.297297,0,0
Low,0.2,0.166667,0.078947,0.692308,0.684211,0.75,0.75,0.9,0.338983,0.710145,0.095238,0.527027,1,1
Moderate,0.633333,0.52381,0.736842,0.358974,0.315789,0.388889,0.75,0.366667,0.576271,0.623188,0.47619,0.237838,1,1
Low,0.233333,0.428571,0.605263,0.717949,0.578947,0.777778,1,0.444444,0.330508,0.652174,0.571429,0.608108,1,1
High,0.666667,1,0.868421,0.179487,0.289474,0.25,0.75,0.044444,0,0.347826,0.428571,0.259459,0,0
Moderate,0.1,0.666667,0.710526,0.461538,0.447368,0.555556,0.75,0.544444,0.29661,0.753623,0.333333,0.513514,1,1
High,0.655556,1,0.921053,0.307692,0.236842,0.472222,0.5,0,0.033898,0.376812,0.952381,0.091892,0,1
High,0.722222,1,0.894737,0.179487,0.289474,0.333333,0.75,0,0.033898,0.26087,0.904762,0.027027,0,0
Moderate,0.244444,0.595238,0.736842,0.461538,0.315789,0.611111,0.75,0.511111,0.177966,0.478261,0.238095,0.637838,0,0
High,0.233333,1,0.789474,0.358974,0.342105,0.583333,0.75,0,0.169492,0.42029,0.666667,0.375676,1,0
Low,0.188889,0.119048,0.236842,0.641026,0.684211,0.611111,1,0.855556,0.567797,0.942029,0.095238,0.705405,1,1
Moderate,0.788889,0.714286,0.815789,0.358974,0.473684,0.361111,0.75,0.3,0.194915,0.478261,0.190476,0.110811,0,0
High,0.544444,1,0.842105,0.538462,0.315789,0.361111,0.75,0,0,0.42029,0.666667,0.059459,0,0
High,0.477778,1,0.868421,0.307692,0.263158,0.555556,0.75,0,0.033898,0.144928,0.714286,0.251351,0,0
High,0.622222,1,0.815789,0.487179,0.289474,0.472222,0.75,0.088889,0.254237,0.449275,0.47619,0.167568,1,0
High,0.277778,0.952381,0.868421,0.358974,0.342105,0.444444,0.75,0.311111,0.050847,0.434783,0.47619,0.2,1,1
Low,0.411111,0.357143,0.526316,0.589744,0.710526,0.722222,1,0.9,0.322034,0.797101,0.380952,0.481081,0,0
High,0.855556,1,0.842105,0.333333,0.263158,0.444444,0.75,0,0.025424,0.26087,0.428571,0.216216,0,1
High,0.511111,0.928571,0.842105,0.461538,0.342105,0.638889,0.75,0.133333,0.313559,0.405797,0.380952,0.421622,0,1
Low,0.366667,0.5,0.578947,0.717949,0.526316,0.444444,0.75,0.677778,0.262712,0.710145,0.238095,0.359459,0,0
Moderate,0.766667,0.666667,0.789474,0.307692,0.552632,0.138889,0.5,0.388889,0.347458,0.289855,0.333333,0.543243,0,0
Low,0.211111,0.309524,0.473684,0.820513,0.657895,0.861111,0.75,0.833333,0.59322,0.666667,0.142857,0.408108,1,1
Low,0.055556,0.095238,0.184211,0.666667,0.842105,0.694444,1,0.677778,0.423729,0.768116,0.047619,0.375676,1,0
Moderate,0.266667,0.595238,0.763158,0.410256,0.552632,0.666667,1,0.533333,0.169492,0.57971,0.285714,0.702703,1,1
High,0.511111,1,0.789474,0.358974,0.315789,0.583333,0.5,0.122222,0,0.376812,0.52381,0.167568,0,1
Moderate,0.577778,0.738095,0.842105,0.358974,0.447368,0.555556,0.5,0.366667,0.254237,0.550725,0.47619,0.413514,1,1
Low,0.155556,0.285714,0.447368,0.717949,0.684211,0.5,0.75,0.944444,0.440678,0.695652,0.142857,0.324324,0,0
Low,0.622222,0.52381,0.710526,0.512821,0.394737,0.333333,0.75,0.477778,0.262712,0.492754,0.333333,0.256757,1,1
Moderate,0.311111,0.571429,0.684211,0.358974,0.421053,0.444444,0.75,0.466667,0.194915,0.550725,0.333333,0.605405,0,1
High,0.8,1,0.947368,0.205128,0.289474,0.5,0.75,0,0,0.217391,0.952381,0.202703,0,1
Moderate,0.488889,0.809524,0.842105,0.128205,0.394737,0.388889,0.5,0.455556,0.194915,0.42029,0.190476,0.491892,0,1
High,0.677778,0.928571,0.894737,0.358974,0.368421,0.25,0.75,0.322222,0.076271,0.347826,0.47619,0.275676,0,0
High,0.866667,1,0.868421,0.25641,0.210526,0.305556,0.5,0,0.076271,0.289855,0.952381,0.232432,1,1
High,0.655556,0.928571,0.921053,0.564103,0.078947,0.444444,0.75,0.1,0.059322,0.362319,0.380952,0.108108,0,0
High,0.566667,1,0.815789,0.307692,0.236842,0.5,0.75,0,0,0.26087,0.809524,0.216216,0,0
High,0.855556,0.880952,0.868421,0.435897,0.342105,0.333333,0.75,0.233333,0.279661,0.362319,0.571429,0.2,1,1
Moderate,0.266667,0.833333,0.921053,0.384615,0.315789,0.666667,0.75,0.266667,0,0.434783,0.571429,0.548649,1,0
Moderate,0.444444,0.833333,0.789474,0.358974,0.210526,0.722222,0.5,0.311111,0.152542,0.492754,0.428571,0.205405,0,0
High,0.433333,0.97619,0.868421,0.410256,0.342105,0.555556,0.5,0.077778,0.29661,0.507246,0.571429,0.132432,0,0
Moderate,0.388889,0.714286,0.657895,0.487179,0.5,0.722222,1,0.7,0.288136,0.695652,0.238095,0.343243,0,1
Low,0.166667,0.166667,0.263158,0.589744,0.684211,0.722222,0.75,0.933333,0.491525,0.695652,0,0.486486,1,1
Moderate,0.466667,0.595238,0.684211,0.435897,0.763158,0.416667,0.75,0.577778,0.381356,0.695652,0.380952,0.554054,1,1
High,0.766667,0.928571,0.815789,0.538462,0.131579,0.333333,0.5,0.077778,0.144068,0.275362,0.52381,0.148649,1,0
